Date,open,high,low,close,volume,code,name
2024-12-04 00:00:00-05:00,45.61649044804674,45.704421294515,45.06936849401207,45.30384826660156,24941300,BAC,美国银行
2024-12-05 00:00:00-05:00,45.48948663354206,46.15385226671927,45.430864821089074,45.919368743896484,31572100,BAC,美国银行
2024-12-06 00:00:00-05:00,46.23375014479603,46.23375014479603,45.58533817814927,45.92919158935547,28931700,BAC,美国银行
2024-12-09 00:00:00-05:00,45.74252823756067,45.92919098006478,45.09411627951566,45.103939056396484,34660900,BAC,美国银行
2024-12-10 00:00:00-05:00,45.10393748483544,45.47726670455676,44.78955616750831,44.946746826171875,35665800,BAC,美国银行
2024-12-11 00:00:00-05:00,45.19236073789223,45.34955140794126,44.671667346052516,45.270957946777344,36790500,BAC,美国银行
2024-12-12 00:00:00-05:00,45.32990210571999,45.6541099707893,45.11376352900711,45.270957946777344,24017300,BAC,美国银行
2024-12-13 00:00:00-05:00,45.28078046727296,45.290603244467306,44.58324710711813,44.8681526184082,32902300,BAC,美国银行
2024-12-16 00:00:00-05:00,44.78955725157123,44.87797723344212,44.367106643490445,44.67166519165039,27330400,BAC,美国银行
2024-12-17 00:00:00-05:00,44.39657837795231,44.39657837795231,43.836586413010856,44.259037017822266,33054600,BAC,美国银行
2024-12-18 00:00:00-05:00,44.34746100609431,44.63237027651911,42.58888774788497,42.73625564575195,41771900,BAC,美国银行
2024-12-19 00:00:00-05:00,43.19800372956347,43.69904782290066,42.54959174233351,42.61836242675781,38583600,BAC,美国银行
2024-12-20 00:00:00-05:00,42.44151875211783,43.620450557289054,42.3432722488497,43.39448547363281,74222200,BAC,美国银行
2024-12-23 00:00:00-05:00,43.12923036354452,43.3355424039898,42.02889198572776,43.11940383911133,35374800,BAC,美国银行
2024-12-24 00:00:00-05:00,43.15870723437502,43.6401020488751,43.15870723437502,43.600807189941406,12054400,BAC,美国银行
2024-12-26 00:00:00-05:00,43.43378402097565,43.79729046103473,43.33554126555048,43.76781463623047,16077400,BAC,美国银行
2024-12-27 00:00:00-05:00,43.46326541070701,43.99378160473812,43.286425430122854,43.56150817871094,17972500,BAC,美国银行
2024-12-30 00:00:00-05:00,43.119407856447744,43.36501852206681,42.78537720129696,43.13905715942383,16109800,BAC,美国银行
2024-12-31 00:00:00-05:00,43.26677233850699,43.45343508045867,42.94256448658346,43.17835235595703,16110400,BAC,美国银行
2025-01-02 00:00:00-05:00,43.36501462211749,43.80711453001667,43.03098399700711,43.51238250732422,25610600,BAC,美国银行
2025-01-03 00:00:00-05:00,43.96430648916506,44.0625492503876,43.37484242638761,44.02325439453125,23455700,BAC,美国银行
2025-01-06 00:00:00-05:00,44.367109759918094,45.33972962881644,44.308161851956555,44.60289764404297,30518500,BAC,美国银行
2025-01-07 00:00:00-05:00,45.467443473547746,45.830949943059615,44.84850731832283,45.270957946777344,41111200,BAC,美国银行
2025-01-08 00:00:00-05:00,45.09411539880205,45.44779157542007,44.887799611123654,45.3986701965332,40246000,BAC,美国银行
2025-01-10 00:00:00-05:00,45.19235883421636,45.24148021383977,43.95448282818942,44.31798553466797,40741300,BAC,美国银行
2025-01-13 00:00:00-05:00,44.308158532621164,44.543946399082046,43.90535722769628,44.268863677978516,34353600,BAC,美国银行
2025-01-14 00:00:00-05:00,44.7993830164066,45.11376436231167,44.4358802879016,44.97622299194336,36379000,BAC,美国银行
2025-01-15 00:00:00-05:00,46.29269770406618,46.62672836280707,46.01761495488711,46.273048400878906,57154800,BAC,美国银行
2025-01-16 00:00:00-05:00,46.17480498750408,46.675849094754085,45.01552234970223,45.82112503051758,56339300,BAC,美国银行
2025-01-17 00:00:00-05:00,45.79164804551797,46.056907984847314,45.270954691123826,45.713050842285156,44486100,BAC,美国银行
2025-01-21 00:00:00-05:00,45.80147593013358,46.3221730903201,45.72288246585645,45.84077453613281,52089100,BAC,美国银行
2025-01-22 00:00:00-05:00,45.78182191450493,45.90954049699485,44.95657001207639,44.986045837402344,40296200,BAC,美国银行
2025-01-23 00:00:00-05:00,45.241481296133465,46.066733235800605,45.241481296133465,45.57551193237305,35324100,BAC,美国银行
2025-01-24 00:00:00-05:00,45.418322548035064,46.037262457197784,45.33972908608175,45.70323181152344,24655100,BAC,美国银行
2025-01-27 00:00:00-05:00,45.732701842351794,46.31234312070787,45.56568840085786,46.263221740722656,44260000,BAC,美国银行
