Date,open,high,low,close,volume,code,name
2024-12-04 00:00:00-05:00,239.62734771453182,240.26388213141325,237.20854980382347,238.3542938232422,7346300,JPM,摩根大通
2024-12-05 00:00:00-05:00,240.30304361033552,242.0559301817918,239.54900159262675,240.39117431640625,6572500,JPM,摩根大通
2024-12-06 00:00:00-05:00,240.60661659692846,242.60433560351794,239.76444386718453,242.23220825195312,5519700,JPM,摩根大通
2024-12-09 00:00:00-05:00,242.00696620096832,242.73161633693363,238.70681659937458,238.7557830810547,7076500,JPM,摩根大通
2024-12-10 00:00:00-05:00,238.83413201717414,242.81976762755573,237.1987530998406,237.8254852294922,9108300,JPM,摩根大通
2024-12-11 00:00:00-05:00,238.9418559494616,239.2062630067407,237.159577556468,238.48159790039062,7884400,JPM,摩根大通
2024-12-12 00:00:00-05:00,237.9625686165377,239.03977140619386,236.04319317564267,236.52304077148438,6113800,JPM,摩根大通
2024-12-13 00:00:00-05:00,237.05186831410091,237.68838776257604,234.1825997799997,234.9660186767578,10392700,JPM,摩根大通
2024-12-16 00:00:00-05:00,235.6221263951343,235.68088019713136,232.5961860525048,234.6134796142578,9032000,JPM,摩根大通
2024-12-17 00:00:00-05:00,233.70274388904227,234.0650838946768,231.724629549238,233.41876220703125,8083600,JPM,摩根大通
2024-12-18 00:00:00-05:00,234.04549446770358,234.11405052968323,224.7718077802173,225.59439086914062,11322400,JPM,摩根大通
2024-12-19 00:00:00-05:00,227.45502342538467,231.46023372259285,227.45502342538467,228.13072204589844,11790800,JPM,摩根大通
2024-12-20 00:00:00-05:00,227.11225443330477,234.2511397754355,226.7890936002172,232.6745147705078,32348400,JPM,摩根大通
2024-12-23 00:00:00-05:00,231.17625223907558,233.67337852765274,230.01091866842074,233.44815063476562,8611500,JPM,摩根大通
2024-12-24 00:00:00-05:00,234.46659355526893,237.4631721104826,234.1140707231568,237.28689575195312,3729100,JPM,摩根大通
2024-12-26 00:00:00-05:00,236.42511239422714,238.21717801040668,235.79838028877134,238.09967041015625,4451800,JPM,摩根大通
2024-12-27 00:00:00-05:00,237.6883729249872,238.34448191410397,235.06392202604852,236.17050170898438,5730200,JPM,摩根大通
2024-12-30 00:00:00-05:00,233.82028526898802,235.84736625312624,232.19469359969662,234.35888671875,5723800,JPM,摩根大通
2024-12-31 00:00:00-05:00,235.07374713659226,236.4349317268369,234.07488763492825,234.7407989501953,4871000,JPM,摩根大通
2025-01-02 00:00:00-05:00,235.92569148744127,238.23676894111753,234.48616360632877,235.02476501464844,9220900,JPM,摩根大通
2025-01-03 00:00:00-05:00,238.83412584289502,239.8036083847427,235.27937146525915,238.2367706298828,9491100,JPM,摩根大通
2025-01-06 00:00:00-05:00,239.88061125782104,241.83942841040394,236.80951423195071,237.07528686523438,9917800,JPM,摩根大通
2025-01-07 00:00:00-05:00,238.34504591508428,241.41614272410112,237.12447448141728,239.35890197753906,8753400,JPM,摩根大通
2025-01-08 00:00:00-05:00,238.94548506982153,240.421976223703,236.7307483389993,239.3195343017578,8675300,JPM,摩根大通
2025-01-10 00:00:00-05:00,239.28014642276608,239.98886335933202,234.99833120229488,236.11061096191406,10256800,JPM,摩根大通
2025-01-13 00:00:00-05:00,235.9137441087266,240.70741369884797,235.25424655880607,240.38259887695312,10005300,JPM,摩根大通
2025-01-14 00:00:00-05:00,238.8569094500883,243.8376040863318,238.39427433379103,243.59152221679688,12407400,JPM,摩根大通
2025-01-15 00:00:00-05:00,246.47558427174647,249.69433919695268,239.86090269206412,248.39503479003906,18448500,JPM,摩根大通
2025-01-16 00:00:00-05:00,250.01918525497035,253.01154926902356,248.37536013065144,250.2849578857422,15292300,JPM,摩根大通
2025-01-17 00:00:00-05:00,250.1569692778846,256.5354067376623,248.1883144429222,255.09829711914062,17678100,JPM,摩根大通
2025-01-21 00:00:00-05:00,255.99405290191237,260.1085345262373,255.43297903333428,258.90765380859375,13712100,JPM,摩根大通
2025-01-22 00:00:00-05:00,258.7796688134332,259.2521567820625,256.1712071975693,258.7206115722656,9021900,JPM,摩根大通
2025-01-23 00:00:00-05:00,260.54165907323346,262.6776330139108,259.67544603138924,261.78192138671875,10749700,JPM,摩根大通
2025-01-24 00:00:00-05:00,259.557299495642,262.9138595988413,258.88796406021225,260.68927001953125,7666300,JPM,摩根大通
2025-01-27 00:00:00-05:00,260.02980869040135,261.80158617330915,258.14973956214607,261.6834716796875,7522300,JPM,摩根大通
2025-01-28 00:00:00-05:00,261.6834562601186,263.14024164800065,260.6794230449138,262.9532470703125,7375400,JPM,摩根大通
2025-01-29 00:00:00-05:00,263.0221391792397,266.43775675796087,261.4472091934451,262.4020080566406,7684900,JPM,摩根大通
2025-01-30 00:00:00-05:00,264.4198785229307,265.473116067307,262.4413708045233,264.0261535644531,8753500,JPM,摩根大通
2025-01-31 00:00:00-05:00,265.01049259915686,266.5755696542428,262.7760500420943,263.1107177734375,7193800,JPM,摩根大通
2025-02-03 00:00:00-05:00,257.72642625482933,263.96708831653945,257.59848892765325,262.6283874511719,8381400,JPM,摩根大通
2025-02-04 00:00:00-05:00,265.610908234634,265.610908234634,262.6480730786415,263.7406921386719,5626000,JPM,摩根大通
2025-02-05 00:00:00-05:00,264.6954835634121,266.39838077199465,264.12455685194567,266.191650390625,5704400,JPM,摩根大通
2025-02-06 00:00:00-05:00,268.1800329702387,272.6390352369144,266.93977073735846,272.5602722167969,7264400,JPM,摩根大通
2025-02-07 00:00:00-05:00,272.9244404702615,274.18437830877383,270.4045647932369,271.47747802734375,6857900,JPM,摩根大通
2025-02-10 00:00:00-05:00,271.8220440844745,271.8515727090942,265.36485782708667,266.7921447753906,8627400,JPM,摩根大通
2025-02-11 00:00:00-05:00,266.0243265133115,271.8909092690704,265.4337240792701,270.68017578125,7196400,JPM,摩根大通
2025-02-12 00:00:00-05:00,269.78444182820084,272.1173230100422,268.9674632996918,271.13299560546875,6683900,JPM,摩根大通
2025-02-13 00:00:00-05:00,271.1821937026794,272.62915615558643,269.51867802419144,271.9893493652344,8398700,JPM,摩根大通
2025-02-14 00:00:00-05:00,273.02293176947063,274.8537966599428,272.11736723210043,272.2551574707031,5688600,JPM,摩根大通
2025-02-18 00:00:00-05:00,272.4224928221831,275.5821757361664,271.6940700339416,275.5625,7919800,JPM,摩根大通
